rowname,contract,c2timestamp,c2price,trigger,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo: 2016-11-18 13:38:59 1 @HEG7 $59,@HEG7,2016-11-18 13:38:59,54.075,2016-11-17 13:35:00,54.225,-0.00276625172891,0.00276625172891,Open,1.0,59.0,2.5,1 days 00:03:59.000000000,1443.0
ctwo: 2016-11-18 13:39:02 1.0 @NQZ6 $270,@NQZ6,2016-11-18 13:39:02,4815.0,2016-11-17 16:30:00,4828.5,-0.00279589934762,0.00279589934762,Close,1.0,270.0,2.5,0 days 21:09:02.000000000,1269.0
ctwo: 2016-11-18 13:38:54 1.0 QHOF7 $172,QHOF7,2016-11-18 13:38:54,1.4623,2016-11-17 16:30:00,1.4582,0.00281168563983,0.00281168563983,Close,-1.0,172.0,2.5,0 days 21:08:54.000000000,1268.0
ctwo: 2016-11-18 13:38:55 1 QHOF7 $172,QHOF7,2016-11-18 13:38:55,1.4623,2016-11-17 16:30:00,1.4582,0.00281168563983,0.00281168563983,Open,-1.0,172.0,2.5,0 days 21:08:55.000000000,1268.0
ctwo: 2016-11-18 13:39:03 1 @NQZ6 $275,@NQZ6,2016-11-18 13:39:03,4814.75,2016-11-17 16:30:00,4828.5,-0.00284767526147,0.00284767526147,Open,1.0,275.0,2.5,0 days 21:09:03.000000000,1269.0
ctwo: 2016-11-18 13:39:03 1.0 QPAZ6 $279,QPAZ6,2016-11-18 13:39:03,726.85,2016-11-17 16:30:00,729.65,-0.00383745631467,0.00383745631467,Close,1.0,279.0,2.5,0 days 21:09:03.000000000,1269.0
ctwo: 2016-11-17 16:57:42 1 @USZ6 $593,@USZ6,2016-11-17 16:57:42,153.1875,2016-11-17 16:30:00,153.78125,-0.003861003861,0.003861003861,Open,1.0,593.0,2.5,0 days 00:27:42.000000000,27.0
ctwo: 2016-11-18 13:39:06 1.0 @TYZ6 $-515,@TYZ6,2016-11-18 13:39:06,125.5625,2016-11-17 16:30:00,126.078125,-0.00408972611228,0.00408972611228,Close,-1.0,-515.0,2.5,0 days 21:09:06.000000000,1269.0
ctwo: 2016-11-18 13:39:06 1 @TYZ6 $-515,@TYZ6,2016-11-18 13:39:06,125.5625,2016-11-17 16:30:00,126.078125,-0.00408972611228,0.00408972611228,Open,-1.0,-515.0,2.5,0 days 21:09:06.000000000,1269.0
ctwo: 2016-11-18 13:39:05 1.0 @SMF7 $140,@SMF7,2016-11-18 13:39:05,312.4,2016-11-17 13:50:00,313.8,-0.0044614404079,0.0044614404079,Close,1.0,140.0,2.5,0 days 23:49:05.000000000,1429.0
ctwo: 2016-11-18 13:39:04 1 @SF7 $-225,@SF7,2016-11-18 13:39:04,994.0,2016-11-17 13:50:00,989.5,0.00454775138959,0.00454775138959,Open,1.0,-225.0,2.5,0 days 23:49:04.000000000,1429.0
ctwo: 2016-11-18 13:39:04 1 QPAZ6 $335,QPAZ6,2016-11-18 13:39:04,726.3,2016-11-17 16:30:00,729.65,-0.00459124237648,0.00459124237648,Open,1.0,335.0,2.5,0 days 21:09:04.000000000,1269.0
ctwo: 2016-11-18 13:39:01 1.0 @NKDZ6 $385,@NKDZ6,2016-11-18 13:39:01,18015.0,2016-11-17 16:30:00,18100.0,-0.00469613259669,0.00469613259669,Close,1.0,385.0,2.5,0 days 21:09:01.000000000,1269.0
ctwo: 2016-11-18 13:39:04 1.0 @SF7 $-237,@SF7,2016-11-18 13:39:04,994.25,2016-11-17 13:50:00,989.5,0.00480040424457,0.00480040424457,Close,1.0,-237.0,2.5,0 days 23:49:04.000000000,1429.0
ctwo: 2016-11-18 13:39:05 1 @SMF7 $160,@SMF7,2016-11-18 13:39:05,312.2,2016-11-17 13:50:00,313.8,-0.0050987890376,0.0050987890376,Open,1.0,160.0,2.5,0 days 23:49:05.000000000,1429.0
ctwo: 2016-11-18 13:39:02 1 @NKDZ6 $431,@NKDZ6,2016-11-18 13:39:02,18005.0,2016-11-17 16:30:00,18100.0,-0.00524861878453,0.00524861878453,Open,1.0,431.0,2.5,0 days 21:09:02.000000000,1269.0
ctwo: 2016-11-17 16:57:39 1.0 QRBF7 $-298,QRBF7,2016-11-17 16:57:39,1.3378,2016-11-17 16:30:00,1.3449,-0.00527920291471,0.00527920291471,Close,-1.0,-298.0,2.5,0 days 00:27:39.000000000,27.0
ctwo: 2016-11-17 16:57:40 1 QRBF7 $-298,QRBF7,2016-11-17 16:57:40,1.3378,2016-11-17 16:30:00,1.3449,-0.00527920291471,0.00527920291471,Open,-1.0,-298.0,2.5,0 days 00:27:40.000000000,27.0
ctwo: 2016-11-18 13:38:59 1 @PXZ6 $144,@PXZ6,2016-11-18 13:38:59,0.04857,2016-11-17 16:30:00,0.04886,-0.00593532541957,0.00593532541957,Open,1.0,144.0,2.5,0 days 21:08:59.000000000,1268.0
ctwo: 2016-11-18 13:38:57 1.0 @JYZ6 $-793,@JYZ6,2016-11-18 13:38:57,0.009044,2016-11-17 16:30:00,0.0091075,-0.00697227559704,0.00697227559704,Close,-1.0,-793.0,2.5,0 days 21:08:57.000000000,1268.0
ctwo: 2016-11-18 13:38:48 3 @CH7 $374,@CH7,2016-11-18 13:38:48,352.25,2016-11-17 13:50:00,349.75,0.00714796283059,0.00714796283059,Open,-1.0,374.0,7.5,0 days 23:48:48.000000000,1428.0
ctwo: 2016-11-18 13:38:47 3.0 @CH7 $374,@CH7,2016-11-18 13:38:47,352.25,2016-11-17 13:50:00,349.75,0.00714796283059,0.00714796283059,Close,-1.0,374.0,7.5,0 days 23:48:47.000000000,1428.0
ctwo: 2016-11-17 16:57:40 1.0 QSIZ6 $610,QSIZ6,2016-11-17 16:57:40,16.65,2016-11-17 16:30:00,16.772,-0.00727402814214,0.00727402814214,Close,1.0,610.0,2.5,0 days 00:27:40.000000000,27.0
ctwo: 2016-11-18 13:38:57 1 @JYZ6 $-843,@JYZ6,2016-11-18 13:38:57,0.00904,2016-11-17 16:30:00,0.0091075,-0.00741147405984,0.00741147405984,Open,-1.0,-843.0,2.5,0 days 21:08:57.000000000,1268.0
ctwo: 2016-11-17 16:57:41 1 QSIZ6 $635,QSIZ6,2016-11-17 16:57:41,16.645,2016-11-17 16:30:00,16.772,-0.00757214404961,0.00757214404961,Open,1.0,635.0,2.5,0 days 00:27:41.000000000,27.0
ctwo: 2016-11-18 13:38:54 1 QHGH7 $649,QHGH7,2016-11-18 13:38:54,247.6,2016-11-17 16:30:00,250.2,-0.0103916866507,0.0103916866507,Open,1.0,649.0,2.5,0 days 21:08:54.000000000,1268.0
ctwo: 2016-11-17 16:57:39 1 QPLF7 $535,QPLF7,2016-11-17 16:57:39,934.4,2016-11-17 16:30:00,945.1,-0.0113215532748,0.0113215532748,Open,1.0,535.0,2.5,0 days 00:27:39.000000000,27.0
ctwo: 2016-11-18 13:39:00 1.0 QNGF7 $910,QNGF7,2016-11-18 13:39:00,2.966,2016-11-17 16:30:00,2.875,0.031652173913,0.031652173913,Close,-1.0,910.0,2.5,0 days 21:09:00.000000000,1269.0
ctwo: 2016-11-18 13:39:01 1 QNGF7 $910,QNGF7,2016-11-18 13:39:01,2.966,2016-11-17 16:30:00,2.875,0.031652173913,0.031652173913,Open,-1.0,910.0,2.5,0 days 21:09:01.000000000,1269.0
