permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available,openprice
143,Paper,Paper,2.0,USD,IDEALPRO,143.0,,,1.0,111.456,20000.0,-10000.0,6.008,SLD,USD,JPY,20160318 07:56:34 EST,,9675.3287,1316346.20886,111.365
144,Paper,Paper,2.0,USD,IDEALPRO,144.0,,,1.0,0.76287,20000.0,-10000.0,1.7,SLD,AUD,USD,20160318 07:57:09 EST,,9677.0287,1323974.90886,0.7625
145,Paper,Paper,2.0,USD,IDEALPRO,145.0,,,1.0,1.12766,20000.0,-10000.0,1.7,SLD,EUR,USD,20160318 07:57:21 EST,,9678.7287,1335251.50886,1.12729
146,Paper,Paper,2.0,USD,IDEALPRO,146.0,,,1.0,111.46,20000.0,10000.0,-10.36,BOT,USD,JPY,20160318 07:57:33 EST,,9668.3687,1345059.98886,111.365
147,Paper,Paper,2.0,USD,IDEALPRO,147.0,,,1.0,125.68,20000.0,10000.0,-14.408,BOT,EUR,JPY,20160318 07:57:46 EST,,9653.9607,1356119.82886,125.539
148,Paper,Paper,2.0,USD,IDEALPRO,148.0,,,1.0,0.96785,20000.0,10000.0,19.55986,BOT,USD,CHF,20160318 07:58:33 EST,,9673.52056,1365916.40656,0.96998
149,Paper,Paper,2.0,USD,IDEALPRO,149.0,,,1.0,111.453,20000.0,-10000.0,5.744,SLD,USD,JPY,20160318 07:58:33 EST,,9679.26456,1375724.27056,111.365
150,Paper,Paper,2.0,USD,IDEALPRO,150.0,,,1.0,125.677,20000.0,-10000.0,10.144,SLD,EUR,JPY,20160318 07:59:41 EST,,9689.40856,1386783.84656,125.539
151,Paper,Paper,2.0,USD,IDEALPRO,151.0,,,1.0,111.454,20000.0,10000.0,-9.832,BOT,USD,JPY,20160318 07:59:41 EST,,9679.57656,1396591.79856,111.365
152,Paper,Paper,2.0,USD,IDEALPRO,152.0,,,1.0,111.461,20000.0,-10000.0,6.448,SLD,USD,JPY,20160318 08:02:24 EST,,9686.02456,1406400.36656,111.365
153,Paper,Paper,2.0,USD,IDEALPRO,153.0,,,1.0,0.96765,20000.0,-10000.0,-25.58426,SLD,USD,CHF,20160318 08:04:23 EST,,9660.4403,1416194.91986,0.96998
154,Paper,Paper,2.0,USD,IDEALPRO,154.0,,,1.0,0.96761,20000.0,10000.0,21.98914,BOT,USD,CHF,20160318 08:06:52 EST,,9682.42944,1425989.06828,0.96998
155,Paper,Paper,2.0,USD,IDEALPRO,155.0,,,1.0,111.47,20000.0,10000.0,-11.24,BOT,USD,JPY,20160318 08:07:04 EST,,9671.18944,1435798.42828,111.365
156,Paper,Paper,2.0,USD,IDEALPRO,156.0,,,1.0,125.808,20000.0,10000.0,-25.672,BOT,EUR,JPY,20160318 08:09:34 EST,,9645.51744,1446869.53228,125.539
157,Paper,Paper,2.0,USD,IDEALPRO,157.0,,,1.0,111.47,20000.0,-10000.0,7.24,SLD,USD,JPY,20160318 08:09:34 EST,,9652.75744,1456678.89228,111.365
158,Paper,Paper,2.0,USD,IDEALPRO,158.0,,,1.0,111.467,20000.0,10000.0,-10.976,BOT,USD,JPY,20160318 08:11:11 EST,,9641.78144,1466487.98828,111.365
159,Paper,Paper,2.0,USD,IDEALPRO,159.0,,,1.0,125.817,20000.0,-10000.0,22.464,SLD,EUR,JPY,20160318 08:11:23 EST,,9664.24544,1477559.88428,125.539
160,Paper,Paper,2.0,USD,IDEALPRO,160.0,,,1.0,0.96715,20000.0,-10000.0,-30.64526,SLD,USD,CHF,20160318 08:13:43 EST,,9633.60018,1487349.37658,0.96998
161,Paper,Paper,2.0,USD,IDEALPRO,161.0,,,1.0,1.12866,20000.0,10000.0,-15.7,BOT,EUR,USD,20160318 08:14:48 EST,,9617.90018,1498635.97658,1.12729
162,Paper,Paper,2.0,USD,IDEALPRO,162.0,,,1.0,0.96728,20000.0,10000.0,25.3294,BOT,USD,CHF,20160318 08:15:22 EST,,9643.22958,1508426.78474,0.96998
163,Paper,Paper,2.0,USD,IDEALPRO,163.0,,,1.0,111.51,20000.0,-10000.0,10.76,SLD,USD,JPY,20160318 08:15:22 EST,,9653.98958,1518239.66474,111.365
164,Paper,Paper,2.0,USD,IDEALPRO,164.0,,,1.0,125.902,20000.0,10000.0,-33.944,BOT,EUR,JPY,20160318 08:15:45 EST,,9620.04558,1529319.04074,125.539
165,Paper,Paper,2.0,USD,IDEALPRO,165.0,,,1.0,125.868,20000.0,-10000.0,26.952,SLD,EUR,JPY,20160318 08:17:43 EST,,9646.99758,1540395.42474,125.539
166,Paper,Paper,2.0,USD,IDEALPRO,166.0,,,1.0,111.469,20000.0,10000.0,-11.152,BOT,USD,JPY,20160318 08:17:44 EST,,9635.84558,1550204.69674,111.365
167,Paper,Paper,2.0,USD,IDEALPRO,167.0,,,1.0,111.477,20000.0,-10000.0,7.856,SLD,USD,JPY,20160318 08:18:38 EST,,9643.70158,1560014.67274,111.365
168,Paper,Paper,2.0,USD,IDEALPRO,168.0,,,1.0,111.532,20000.0,10000.0,-16.696,BOT,USD,JPY,20160318 08:19:43 EST,,9627.00558,1569829.48874,111.365
169,Paper,Paper,2.0,USD,IDEALPRO,169.0,,,1.0,0.76284,20000.0,10000.0,-5.4,BOT,AUD,USD,20160318 08:20:26 EST,,9621.60558,1577457.88874,0.7625
170,Paper,Paper,2.0,USD,IDEALPRO,170.0,,,1.0,111.535,20000.0,-10000.0,12.96,SLD,USD,JPY,20160318 08:21:53 EST,,9634.56558,1587272.96874,111.365
171,Paper,Paper,2.0,USD,IDEALPRO,171.0,,,1.0,125.95,20000.0,10000.0,-38.168,BOT,EUR,JPY,20160318 08:22:15 EST,,9596.39758,1598356.56874,125.539
172,Paper,Paper,2.0,USD,IDEALPRO,172.0,,,1.0,0.76291,20000.0,-10000.0,2.1,SLD,AUD,USD,20160318 08:23:32 EST,,9598.49758,1605985.66874,0.7625
173,Paper,Paper,2.0,USD,IDEALPRO,173.0,,,1.0,111.518,20000.0,10000.0,-15.464,BOT,USD,JPY,20160318 08:24:26 EST,,9583.03358,1615799.25274,111.365
174,Paper,Paper,2.0,USD,IDEALPRO,174.0,,,1.0,0.76307,20000.0,10000.0,-7.7,BOT,AUD,USD,20160318 08:26:35 EST,,9575.33358,1623429.95274,0.7625
175,Paper,Paper,2.0,USD,IDEALPRO,175.0,,,1.0,1.12913,20000.0,-10000.0,16.4,SLD,EUR,USD,20160318 08:26:58 EST,,9591.73358,1634721.25274,1.12729
176,Paper,Paper,2.0,USD,IDEALPRO,176.0,,,1.0,111.507,20000.0,-10000.0,10.496,SLD,USD,JPY,20160318 08:27:41 EST,,9602.22958,1644533.86874,111.365
177,Paper,Paper,2.0,USD,IDEALPRO,177.0,,,1.0,125.88,20000.0,-10000.0,28.008,SLD,EUR,JPY,20160318 08:27:52 EST,,9630.23758,1655611.30874,125.539
178,Paper,Paper,2.0,USD,IDEALPRO,178.0,,,1.0,1.12879,20000.0,10000.0,-17.0,BOT,EUR,USD,20160318 08:28:25 EST,,9613.23758,1666899.20874,1.12729
179,Paper,Paper,2.0,USD,IDEALPRO,179.0,,,1.0,111.516,20000.0,10000.0,-15.288,BOT,USD,JPY,20160318 08:28:37 EST,,9597.94958,1676712.61674,111.365
180,Paper,Paper,2.0,USD,IDEALPRO,180.0,,,1.0,1.12884,20000.0,-10000.0,13.5,SLD,EUR,USD,20160318 08:29:42 EST,,9611.44958,1688001.01674,1.12729
181,Paper,Paper,2.0,USD,IDEALPRO,181.0,,,1.0,0.96762,20000.0,-10000.0,-25.88792,SLD,USD,CHF,20160318 08:30:14 EST,,9585.56166,1697795.26638,0.96998
182,Paper,Paper,2.0,USD,IDEALPRO,182.0,,,1.0,111.499,20000.0,-10000.0,9.792,SLD,USD,JPY,20160318 08:30:26 EST,,9595.35366,1707607.17838,111.365
183,Paper,Paper,2.0,USD,IDEALPRO,183.0,,,1.0,1.12858,20000.0,10000.0,-14.9,BOT,EUR,USD,20160318 08:31:41 EST,,9580.45366,1718892.97838,1.12729
184,Paper,Paper,2.0,USD,IDEALPRO,184.0,,,1.0,1.12874,20000.0,-10000.0,12.5,SLD,EUR,USD,20160318 08:33:39 EST,,9592.95366,1730180.37838,1.12729
185,Paper,Paper,2.0,USD,IDEALPRO,185.0,,,1.0,0.96781,20000.0,10000.0,19.96474,BOT,USD,CHF,20160318 08:34:12 EST,,9612.9184,1739976.5512,0.96998
186,Paper,Paper,2.0,USD,IDEALPRO,186.0,,,1.0,111.511,20000.0,10000.0,-14.848,BOT,USD,JPY,20160318 08:34:23 EST,,9598.0704,1749789.5192,111.365
187,Paper,Paper,2.0,USD,IDEALPRO,187.0,,,1.0,0.96768,20000.0,-10000.0,-25.2806,SLD,USD,CHF,20160318 08:36:22 EST,,9572.7898,1759584.37616,0.96998
188,Paper,Paper,2.0,USD,IDEALPRO,188.0,,,1.0,111.507,20000.0,-10000.0,10.496,SLD,USD,JPY,20160318 08:36:33 EST,,9583.2858,1769396.99216,111.365
189,Paper,Paper,2.0,USD,IDEALPRO,189.0,,,1.0,125.859,20000.0,10000.0,-30.16,BOT,EUR,JPY,20160318 08:36:45 EST,,9553.1258,1780472.58416,125.539
190,Paper,Paper,2.0,USD,IDEALPRO,190.0,,,1.0,1.12866,20000.0,10000.0,-15.7,BOT,EUR,USD,20160318 08:38:00 EST,,9537.4258,1791759.18416,1.12729
191,Paper,Paper,2.0,USD,IDEALPRO,191.0,,,1.0,1.12855,20000.0,-10000.0,10.6,SLD,EUR,USD,20160318 08:40:30 EST,,9548.0258,1803044.68416,1.12729
192,Paper,Paper,2.0,USD,IDEALPRO,192.0,,,1.0,0.96766,20000.0,10000.0,21.48304,BOT,USD,CHF,20160318 08:43:32 EST,,9569.50884,1812839.33868,0.96998
193,Paper,Paper,2.0,USD,IDEALPRO,193.0,,,1.0,125.818,20000.0,-10000.0,22.552,SLD,EUR,JPY,20160318 08:43:55 EST,,9592.06084,1823911.32268,125.539
194,Paper,Paper,2.0,USD,IDEALPRO,194.0,,,1.0,0.96729,20000.0,-10000.0,-29.22818,SLD,USD,CHF,20160318 08:45:21 EST,,9562.83266,1833702.23206,0.96998
195,Paper,Paper,2.0,USD,IDEALPRO,195.0,,,1.0,0.96707,20000.0,10000.0,27.45502,BOT,USD,CHF,20160318 08:47:30 EST,,9590.28768,1843490.9146,0.96998
196,Paper,Paper,2.0,USD,IDEALPRO,196.0,,,1.0,111.497,20000.0,10000.0,-13.616,BOT,USD,JPY,20160318 08:47:52 EST,,9576.67168,1853302.6506,111.365
197,Paper,Paper,2.0,USD,IDEALPRO,197.0,,,1.0,125.886,20000.0,10000.0,-32.536,BOT,EUR,JPY,20160318 08:49:52 EST,,9544.13568,1864380.6186,125.539
198,Paper,Paper,2.0,USD,IDEALPRO,198.0,,,1.0,0.9674,20000.0,-10000.0,-28.11476,SLD,USD,CHF,20160318 08:49:52 EST,,9516.02092,1874172.6414,0.96998
199,Paper,Paper,2.0,USD,IDEALPRO,199.0,,,1.0,0.96785,20000.0,10000.0,19.55986,BOT,USD,CHF,20160318 08:52:34 EST,,9535.58078,1883969.2191,0.96998
200,Paper,Paper,2.0,USD,IDEALPRO,200.0,,,1.0,0.96761,20000.0,-10000.0,-25.98914,SLD,USD,CHF,20160318 08:54:12 EST,,9509.59164,1893763.36752,0.96998
201,Paper,Paper,2.0,USD,IDEALPRO,201.0,,,1.0,125.866,20000.0,-10000.0,26.776,SLD,EUR,JPY,20160318 08:54:33 EST,,9536.36764,1904839.57552,125.539
202,Paper,Paper,2.0,USD,IDEALPRO,202.0,,,1.0,1.1286,20000.0,10000.0,-15.1,BOT,EUR,USD,20160318 08:55:48 EST,,9521.26764,1916125.57552,1.12729
203,Paper,Paper,2.0,USD,IDEALPRO,203.0,,,1.0,1.12865,20000.0,-10000.0,11.6,SLD,EUR,USD,20160318 08:57:36 EST,,9532.86764,1927412.07552,1.12729
204,Paper,Paper,2.0,USD,IDEALPRO,204.0,,,1.0,111.529,20000.0,-10000.0,12.432,SLD,USD,JPY,20160318 08:58:09 EST,,9545.29964,1937226.62752,111.365
205,Paper,Paper,2.0,USD,IDEALPRO,205.0,,,1.0,125.869,20000.0,10000.0,-31.04,BOT,EUR,JPY,20160318 08:58:21 EST,,9514.25964,1948303.09952,125.539
206,Paper,Paper,2.0,USD,IDEALPRO,206.0,,,1.0,125.831,20000.0,-10000.0,23.696,SLD,EUR,JPY,20160318 08:59:48 EST,,9537.95564,1959376.22752,125.539
207,Paper,Paper,2.0,USD,IDEALPRO,207.0,,,1.0,111.531,20000.0,10000.0,-16.608,BOT,USD,JPY,20160318 08:59:48 EST,,9521.34764,1969190.95552,111.365
208,Paper,Paper,2.0,USD,IDEALPRO,208.0,,,1.0,1.1283,20000.0,10000.0,-12.1,BOT,EUR,USD,20160318 09:00:21 EST,,9509.24764,1980473.95552,1.12729
209,Paper,Paper,2.0,USD,IDEALPRO,209.0,,,1.0,125.856,20000.0,10000.0,-29.896,BOT,EUR,JPY,20160318 09:00:44 EST,,9479.35164,1991549.28352,125.539
210,Paper,Paper,2.0,USD,IDEALPRO,210.0,,,1.0,111.536,20000.0,-10000.0,13.048,SLD,USD,JPY,20160318 09:01:28 EST,,9492.39964,2001364.45152,111.365
211,Paper,Paper,2.0,USD,IDEALPRO,211.0,,,1.0,111.531,20000.0,10000.0,-16.608,BOT,USD,JPY,20160318 09:02:32 EST,,9475.79164,2011179.17952,111.365
212,Paper,Paper,2.0,USD,IDEALPRO,212.0,,,1.0,1.1283,20000.0,-10000.0,8.1,SLD,EUR,USD,20160318 09:03:16 EST,,9483.89164,2022462.17952,1.12729
213,Paper,Paper,2.0,USD,IDEALPRO,213.0,,,1.0,111.523,20000.0,-10000.0,11.904,SLD,USD,JPY,20160318 09:03:27 EST,,9495.79564,2032276.20352,111.365
214,Paper,Paper,2.0,USD,IDEALPRO,214.0,,,1.0,0.76271,20000.0,-10000.0,0.1,SLD,AUD,USD,20160318 09:04:11 EST,,9495.89564,2039903.30352,0.7625
215,Paper,Paper,2.0,USD,IDEALPRO,215.0,,,1.0,111.521,20000.0,10000.0,-15.728,BOT,USD,JPY,20160318 09:04:33 EST,,9480.16764,2049717.15152,111.365
216,Paper,Paper,2.0,USD,IDEALPRO,216.0,,,1.0,1.12827,20000.0,10000.0,-11.8,BOT,EUR,USD,20160318 09:06:12 EST,,9468.36764,2060999.85152,1.12729
217,Paper,Paper,2.0,USD,IDEALPRO,217.0,,,1.0,111.517,20000.0,-10000.0,11.376,SLD,USD,JPY,20160318 09:06:23 EST,,9479.74364,2070813.34752,111.365
218,Paper,Paper,2.0,USD,IDEALPRO,218.0,,,1.0,111.518,20000.0,10000.0,-15.464,BOT,USD,JPY,20160318 09:07:29 EST,,9464.27964,2080626.93152,111.365
219,Paper,Paper,2.0,USD,IDEALPRO,219.0,,,1.0,1.12831,20000.0,-10000.0,8.2,SLD,EUR,USD,20160318 09:08:14 EST,,9472.47964,2091910.03152,1.12729
220,Paper,Paper,2.0,USD,IDEALPRO,220.0,,,1.0,125.832,20000.0,-10000.0,23.784,SLD,EUR,JPY,20160318 09:08:37 EST,,9496.26364,2102983.24752,125.539
221,Paper,Paper,2.0,USD,IDEALPRO,221.0,,,1.0,111.516,20000.0,-10000.0,11.288,SLD,USD,JPY,20160318 09:08:37 EST,,9507.55164,2112796.65552,111.365
222,Paper,Paper,2.0,USD,IDEALPRO,222.0,,,1.0,0.76198,20000.0,10000.0,3.2,BOT,AUD,USD,20160318 09:09:12 EST,,9510.75164,2120416.45552,0.7625
223,Paper,Paper,2.0,USD,IDEALPRO,223.0,,,1.0,1.12825,20000.0,10000.0,-11.6,BOT,EUR,USD,20160318 09:09:24 EST,,9499.15164,2131698.95552,1.12729
224,Paper,Paper,2.0,USD,IDEALPRO,224.0,,,1.0,1.29648,20000.0,10000.0,29.98872,BOT,USD,CAD,20160318 09:09:24 EST,,9529.14036,2141388.84704,1.30076
225,Paper,Paper,2.0,USD,IDEALPRO,225.0,,,1.0,125.808,20000.0,10000.0,-25.672,BOT,EUR,JPY,20160318 09:09:49 EST,,9503.46836,2152459.95104,125.539
226,Paper,Paper,2.0,USD,IDEALPRO,226.0,,,1.0,1.12793,20000.0,-10000.0,4.4,SLD,EUR,USD,20160318 09:10:13 EST,,9507.86836,2163739.25104,1.12729
227,Paper,Paper,2.0,USD,IDEALPRO,227.0,,,1.0,111.53,20000.0,10000.0,-16.52,BOT,USD,JPY,20160318 09:10:37 EST,,9491.34836,2173553.89104,111.365
228,Paper,Paper,2.0,USD,IDEALPRO,228.0,,,1.0,125.774,20000.0,-10000.0,18.68,SLD,EUR,JPY,20160318 09:11:45 EST,,9510.02836,2184622.00304,125.539
229,Paper,Paper,2.0,USD,IDEALPRO,229.0,,,1.0,1.12812,20000.0,10000.0,-10.3,BOT,EUR,USD,20160318 09:13:16 EST,,9499.72836,2195903.20304,1.12729
230,Paper,Paper,2.0,USD,IDEALPRO,230.0,,,1.0,0.76183,20000.0,-10000.0,-8.7,SLD,AUD,USD,20160318 09:13:16 EST,,9491.02836,2203521.50304,0.7625
231,Paper,Paper,2.0,USD,IDEALPRO,231.0,,,1.0,0.96793,20000.0,10000.0,18.7501,BOT,USD,CHF,20160318 09:13:40 EST,,9509.77846,2213318.8905,0.96998
232,Paper,Paper,2.0,USD,IDEALPRO,232.0,,,1.0,111.511,20000.0,-10000.0,10.848,SLD,USD,JPY,20160318 09:13:41 EST,,9520.62646,2223131.8585,111.365
233,Paper,Paper,2.0,USD,IDEALPRO,233.0,,,1.0,125.815,20000.0,10000.0,-26.288,BOT,EUR,JPY,20160318 09:13:53 EST,,9494.33846,2234203.5785,125.539
234,Paper,Paper,2.0,USD,IDEALPRO,234.0,,,1.0,125.803,20000.0,-10000.0,21.232,SLD,EUR,JPY,20160318 09:14:50 EST,,9515.57046,2245274.2425,125.539
235,Paper,Paper,2.0,USD,IDEALPRO,235.0,,,1.0,125.798,20000.0,10000.0,-24.792,BOT,EUR,JPY,20160318 09:16:44 EST,,9490.77846,2256344.4665,125.539
236,Paper,Paper,2.0,USD,IDEALPRO,236.0,,,1.0,125.799,20000.0,-10000.0,20.88,SLD,EUR,JPY,20160318 09:17:41 EST,,9511.65846,2267414.7785,125.539
237,Paper,Paper,2.0,USD,IDEALPRO,237.0,,,1.0,1.12784,20000.0,-10000.0,3.5,SLD,EUR,USD,20160318 09:20:19 EST,,9515.15846,2278693.1785,1.12729
238,Paper,Paper,2.0,USD,IDEALPRO,238.0,,,1.0,1.12824,20000.0,10000.0,-11.5,BOT,EUR,USD,20160318 09:21:16 EST,,9503.65846,2289975.5785,1.12729
239,Paper,Paper,2.0,USD,IDEALPRO,239.0,,,1.0,111.525,20000.0,10000.0,-16.08,BOT,USD,JPY,20160318 09:21:39 EST,,9487.57846,2299789.7785,111.365
240,Paper,Paper,2.0,USD,IDEALPRO,240.0,,,1.0,1.12824,20000.0,-10000.0,7.5,SLD,EUR,USD,20160318 09:22:13 EST,,9495.07846,2311072.1785,1.12729
241,Paper,Paper,2.0,USD,IDEALPRO,241.0,,,1.0,1.12839,20000.0,10000.0,-13.0,BOT,EUR,USD,20160318 09:23:18 EST,,9482.07846,2322356.0785,1.12729
242,Paper,Paper,2.0,USD,IDEALPRO,242.0,,,1.0,111.522,20000.0,-10000.0,11.816,SLD,USD,JPY,20160318 09:23:31 EST,,9493.89446,2332170.0145,111.365
243,Paper,Paper,2.0,USD,IDEALPRO,243.0,,,1.0,125.84,20000.0,10000.0,-28.488,BOT,EUR,JPY,20160318 09:24:37 EST,,9465.40646,2343243.9345,125.539
244,Paper,Paper,2.0,USD,IDEALPRO,244.0,,,1.0,111.53,20000.0,10000.0,-16.52,BOT,USD,JPY,20160318 09:24:38 EST,,9448.88646,2353058.5745,111.365
245,Paper,Paper,2.0,USD,IDEALPRO,245.0,,,1.0,1.12826,20000.0,-10000.0,7.7,SLD,EUR,USD,20160318 09:25:12 EST,,9456.58646,2364341.1745,1.12729
246,Paper,Paper,2.0,USD,IDEALPRO,246.0,,,1.0,111.507,20000.0,-10000.0,10.496,SLD,USD,JPY,20160318 09:25:36 EST,,9467.08246,2374153.7905,111.365
247,Paper,Paper,2.0,USD,IDEALPRO,247.0,,,1.0,0.96742,20000.0,-10000.0,-27.91232,SLD,USD,CHF,20160318 09:28:31 EST,,9439.17014,2383946.01574,0.96998
248,Paper,Paper,2.0,USD,IDEALPRO,248.0,,,1.0,111.538,20000.0,10000.0,-17.224,BOT,USD,JPY,20160318 09:28:43 EST,,9421.94614,2393761.35974,111.365
249,Paper,Paper,2.0,USD,IDEALPRO,249.0,,,1.0,0.96733,20000.0,10000.0,24.8233,BOT,USD,CHF,20160318 09:29:40 EST,,9446.76944,2403552.674,0.96998
250,Paper,Paper,2.0,USD,IDEALPRO,250.0,,,1.0,1.12845,20000.0,10000.0,-13.6,BOT,EUR,USD,20160318 09:30:47 EST,,9433.16944,2414837.174,1.12729
